Column1;PORT_NAME;VID;coords
3784;krishnapatnam;PID1432;((80.18781038149277, 14.243005),)
3787;kristiansand;PID1433;((7.978426921925874, 58.129135),)
3791;vitoria;PID1434;((-40.30074117717784, -20.320995000000003),)
3792;port victoria;PID1435;((55.477473550875864, -4.64804),)
3794;KUALA TANJUNG;PID1436;((99.47041805555556, 3.37454),)
3795;vlora;PID1437;((19.439641126348505, 40.467045),)
3796;port vila;PID1438;((168.29916998063192, -17.73667),)
3797;PORT ARANSAS;PID1439;((-97.24720609337805, 27.743135),)
3799;KUCHING;PID1440;((110.47646989531961, 1.664195),)
3802;clatskanie;PID1441;((-123.17716486420812, 46.1756),)
3803;COTONOU;PID1442;((2.422508936170213, 6.346690000000001),)
3806;porvoo;PID1443;((25.522770828471423, 60.302485000000004),)
3807;covenas offshore terminal;PID1444;((-75.78455755688009, 9.498674999999999),)
3808;kulevi;PID1445;((41.63108256732495, 42.26867),)
3809;cove point;PID1446;((-76.38736423498568, 38.402155),)
3812;poti;PID1447;((41.62996, 42.15047),)
3814;PHU MY;PID1448;((107.04258348716684, 10.45836),)
3815;KUMUL;PID1449;((144.56360999999998, -8.1),)
3819;POZOS COLORADOS;PID1450;((-74.25244977517295, 11.15533),)
3823;pozzallo;PID1451;((14.836754926081028, 36.71491),)
3824;GAVAN VYSOTSK;PID1452;((28.557670635650496, 60.606700000000004),)
3827;WADI FEIRAN;PID1453;((33.19293124217724, 28.74008),)
3829;KURE;PID1454;((132.5411203488372, 34.233090000000004),)
3831;GRAND CUL DE SAC BAY;PID1455;((-61.017021091753904, 13.99808),)
3832;WAKAYAMA-SHIMOTSU KO;PID1456;((135.11961543000479, 34.229685),)
3835;dachu shan island;PID1457;((122.34957976788067, 30.455775),)
3837;WARRENTON;PID1458;((-123.9061330086587, 46.18408),)
3838;prony;PID1459;((166.85887413865544, -22.352755000000002),)
3840;WARRI;PID1460;((5.733797048638317, 5.50975),)
3841;dafeng;PID1461;((120.79915904226156, 33.25096),)
3842;PROVIDENCE;PID1462;((-71.37825875305627, 41.794920000000005),)
3847;weihai;PID1463;((122.22717491153387, 37.466854999999995),)
3848;PUERTO ARMUELLES;PID1464;((-82.86333762465375, 8.235595),)
3851;puerto bayovar;PID1465;((-81.04871971833228, -5.79384),)
3852;lae;PID1466;((146.97887070607175, -6.81326),)
3854;PUERTO BOLIVAR;PID1467;((-80.00167107014289, -3.26165),)
3855;SIAM SEAPORT;PID1468;((100.88868123055522, 13.108015000000002),)
3858;PUERTO BOLIVAR;PID1469;((-71.96772390495869, 12.25409),)
3859;wenzhou;PID1470;((121.08389000231526, 27.9424),)
3860;daishangaoting island;PID1471;((122.2723572362936, 30.263755),)
3861;PUERTO BORBURATA;PID1472;((-68.01378376973354, 10.482095000000001),)
3862;RADES;PID1473;((10.255327356737725, 36.80826999999999),)
3864;DAKAR;PID1474;((-17.395492323651652, 14.676105),)
3867;WEWAK HARBOR;PID1475;((143.6438122065021, -3.56475),)
3868;PUERTO CASTILLA;PID1476;((-85.96523313440515, 15.997715),)
3869;LAKE CHARLES;PID1477;((-93.30247288187607, 30.001215000000002),)
3874;whyalla;PID1478;((137.6022675782624, -33.010805),)
3877;PUERTO CORTES;PID1479;((-87.95087785736243, 15.835215),)
3879;WIDURI MARINE TERMINAL;PID1480;((106.65555499999999, -4.654165000000001),)
3881;langsa venture offshore;PID1481;((98.05987628275395, 5.315555),)
3882;WILHELMSHAVEN;PID1482;((8.141174850199732, 53.581145),)
3883;puerto del rosario;PID1483;((-13.858436948818898, 28.4934),)
3884;DANDONG;PID1484;((124.13212442597427, 39.7094),)
3885;NUEVITAS BAY;PID1485;((-77.21132493014555, 21.536365),)
3886;WILLEMSTAD;PID1486;((-68.92754191792295, 12.125074999999999),)
3887;LA PAMPILLA OIL TERMINAL;PID1487;((-77.16194455287715, -11.921145),)
3888;wilmington;PID1488;((-77.95228326229508, 34.18484),)
3889;dangjin power station;PID1489;((126.5080906326487, 37.065135),)
3890;PUERTO LA CRUZ;PID1490;((-64.64808114943726, 10.230355),)
3891;LA PLATA;PID1491;((-57.89771099330872, -34.84452),)
3892;windsor;PID1492;((-83.08490211044725, 42.297275),)
3894;larnaca;PID1493;((33.64948422566372, 34.93213),)
3896;MJIMWEMA TERMINAL;PID1494;((39.34286851534296, -6.807145),)
3898;PUNTA DE PALMAS;PID1495;((-71.55121180312443, 10.73731),)
3902;PUERTO MOIN;PID1496;((-82.98917944764861, 9.989305),)
3905;JAZIRAT DAS;PID1497;((52.981442947077255, 25.02325678235084),)
3906;puerto nuevo (pnsa);PID1498;((-74.23888354646408, 11.065380000000001),)
3908;davao;PID1499;((125.64850127717392, 7.075850000000001),)
3909;wushashan;PID1500;((121.66906209136933, 29.516849999999998),)
3910;PALUA;PID1501;((-62.71417222560976, 8.34914),)
3911;LA SALINA;PID1502;((-71.46272708831518, 10.3652),)
3915;DELFZIJL;PID1503;((6.978047335715699, 53.313235000000006),)
3917;la skhirra;PID1504;((10.150463539596958, 34.322775),)
3918;puerto quetzal;PID1505;((-90.79260818992776, 13.934045000000001),)
3919;derince;PID1506;((29.84666642526385, 40.75049),)
3920;PUERTO SANDINO;PID1507;((-86.77854237146366, 12.17653),)
3921;LA SPEZIA;PID1508;((9.873390831670543, 44.070235),)
3924;AL LADHIQIYAH;PID1509;((35.76569698862332, 35.53336),)
3925;DETROIT;PID1510;((-83.13888341204776, 42.235),)
3927;xidian;PID1511;((121.50467806518446, 29.487245),)
3929;DEVONPORT;PID1512;((146.35544972276165, -41.155075),)
3930;PULUPANDAN;PID1513;((122.77736249112425, 10.49271),)
3931;xijiang offshore;PID1514;((114.88, 21.288335),)
3932;LAUTOKA HARBOR;PID1515;((177.4372439957627, -17.60776),)
3933;PUNTA CARDON;PID1516;((-70.23980775346686, 11.622695),)
3934;xinle;PID1517;((121.93072178463855, 29.64314),)
3936;punta cuchillo;PID1518;((-62.8192075, 8.3218),)
3937;lawi lawi;PID1519;((116.81, -1.4649999999999999),)
3939;PUNTA EUROPA TERMINAL;PID1520;((8.717434107087106, 3.780025),)
3940;PUERTO YABUCOA;PID1521;((-65.81654079995288, 18.0363),)
3941;LAZARO CARDENAS;PID1522;((-102.1810981300813, 17.94277),)
3942;PUERTO PLATA;PID1523;((-70.69737483206933, 19.80528),)
3944;yalova-altinova;PID1524;((29.46054093455627, 40.714025),)
3945;PORT DU HAVRE-ANTIFER;PID1525;((0.07243124319419084, 49.57221),)
3946;duba;PID1526;((35.72713542601187, 27.317895),)
3948;PORTO DE LEIXOES;PID1527;((-8.724316285148213, 41.189005),)
3951;PORT EST;PID1528;((55.30387331632653, -20.928475),)
3953;qalhat;PID1529;((59.42826730249711, 22.649900000000002),)
3954;KING FAHD PORT;PID1530;((38.19429057965621, 23.96349),)
3956;qhd 32-6 offshore terminal;PID1531;((119.19999999999999, 38.400000000000006),)
3960;yangjiang;PID1532;((111.82971839084036, 21.690065),)
3962;qinhuangdao;PID1533;((119.64703938165985, 39.9013),)
3964;DILI;PID1534;((125.57604604562678, -8.53692),)
3965;RANGOON;PID1535;((96.25348067320452, 16.621275),)
3966;QUA IBOE OIL TERMINAL;PID1536;((8.069714999999999, 4.223845),)
3969;quangang;PID1537;((119.00885884363142, 25.052979999999998),)
3970;DJEN-DJEN;PID1538;((5.890284461067344, 36.824525),)
3972;yangshan;PID1539;((122.09075755132832, 30.621845),)
3973;DJENO TERMINAL;PID1540;((11.889084844947153, -4.940395),)
3974;lianyungang;PID1541;((119.49163922212297, 34.722285),)
3975;yangxi power station;PID1542;((111.68304661798396, 21.536085),)
3976;DORALEH;PID1543;((43.09990141046952, 11.596995),)
3978;QUEQUEN;PID1544;((-58.68144164980786, -38.59098),)
3979;dneprobugskiy;PID1545;((31.943114723556775, 46.76394500000001),)
3980;liepaja;PID1546;((21.009600397299508, 56.541555),)
3982;LIMASSOL;PID1547;((33.04501593900185, 34.6614),)
3984;DONGSHAN;PID1548;((117.51676403105346, 23.763275),)
3989;yeongheung power station;PID1549;((126.42714837209303, 37.25301),)
3990;RABIGH;PID1550;((39.01584500659631, 22.704225),)
3991;dordrecht;PID1551;((4.627643881700557, 51.801575),)
3994;LIRQUEN;PID1552;((-72.99903346645367, -36.727105),)
3995;BOTAS DORTYOL OIL TERMINAL;PID1553;((36.15150047059532, 36.826395),)
3996;ramallo;PID1554;((-60.02040550759026, -33.466965),)
3998;dos bocas;PID1555;((-93.17071652527687, 18.622819999999997),)
4001;DOUALA;PID1556;((9.661741507587731, 4.040815),)
4012;raroa marine terminal;PID1557;((173.3, -39.95),)
4013;yoho offshore terminal;PID1558;((7.523510011845534, 4.03279),)
4014;livorno;PID1559;((10.260786908916499, 43.563215),)
4015;DRIFT RIVER;PID1560;((-152.13568186450257, 60.557405),)
4018;LOBITO;PID1561;((13.565215947580645, -12.341555),)
4019;ras gharib;PID1562;((33.12257947578219, 28.334055),)
4021;LOME;PID1563;((1.2954116539008433, 6.14112),)
4024;YOMBO TERMINAL;PID1564;((11.1015125, -4.45312),)
4030;long beach;PID1565;((-118.18389107065349, 33.74777),)
4031;RAS SHUKHIER;PID1566;((33.332824238187705, 28.09415),)
4035;DULUTH;PID1567;((-92.02496519148914, 46.726034999999996),)
4037;yuum kak naab offshore;PID1568;((-92.28077710978201, 19.587755),)
4038;longview;PID1569;((-122.95979285813186, 46.116775),)
4041;YUZHNYY;PID1570;((31.060124093289346, 46.598155000000006),)
4043;DUMAI;PID1571;((101.50119237972424, 1.69472),)
4044;ravenna;PID1572;((12.256269933637537, 44.46402),)
4045;ZAFARANA TERMINAL;PID1573;((32.69299028804348, 29.174575),)
4046;LOOP TERMINAL;PID1574;((-89.97290678970978, 28.867375000000003),)
4048;RAYONG TPI TERMINAL;PID1575;((101.29578265759335, 12.64762),)
4050;DUNDEE;PID1576;((-2.9409113580246933, 56.463485),)
4051;ZAMBOANGA;PID1577;((122.06185683024088, 6.819224999999999),)
4052;RECIFE;PID1578;((-34.86786575594781, -8.056425),)
4053;LORIENT;PID1579;((-3.3590604545454523, 47.719854999999995),)
4054;dung quat;PID1580;((108.80273380409425, 15.40884),)
4055;reihoku power station;PID1581;((130.03407222222222, 32.484265),)
4056;ZANZIBAR;PID1582;((39.189082618389904, -6.15423),)
4057;LOS ANGELES;PID1583;((-118.26114636735676, 33.742785),)
4058;DUNKERQUE PORT OUEST;PID1584;((2.100816672288107, 51.082495),)
4060;zarate;PID1585;((-59.024423726550616, -34.0826),)
4062;al duqm;PID1586;((57.713905695805806, 19.686230000000002),)
4066;LUANDA;PID1587;((13.274734212926644, -8.777325000000001),)
4067;durres;PID1588;((19.439460482083348, 41.345905),)
4068;revithoussa;PID1589;((23.402489654221398, 37.959),)
4069;ZEEBRUGGE;PID1590;((3.20823629477684, 51.33349),)
4070;EAST ZEIT TERMINAL;PID1591;((33.599572368563685, 27.82105),)
4071;lubuk tutung;PID1592;((117.7930982194592, 0.7146049999999999),)
4073;ebok offshore terminal;PID1593;((8.170414981371088, 4.100275),)
4075;riga;PID1594;((24.09501611899418, 57.0163),)
4078;BAKAR;PID1595;((14.429639271643968, 45.220045),)
4079;EEMSHAVEN;PID1596;((6.854406924157299, 53.44184),)
4081;YANGZHOU;PID1597;((119.30540701927863, 32.2112),)
4082;rio cullen;PID1598;((-68.225, -52.80333),)
4084;lufeng 22-1 offshore terminal;PID1599;((116.492775, 21.478335),)
4085;DTSE / GEGUA OIL TERMINAL;PID1600;((-43.173355802354834, -22.849805),)
4087;eilat;PID1601;((34.9422407231405, 29.51583),)
4088;zhuanghe power station;PID1602;((123.21111314770701, 39.666435),)
4089;PUERTO GALLEGOS;PID1603;((-69.03504554609202, -51.596055),)
4090;luise harbour;PID1604;((152.6426792503197, -3.102595),)
4092;RIO GRANDE;PID1605;((-51.972659840935535, -32.08025),)
4094;lulea;PID1606;((22.30952747604241, 65.540555),)
4096;PUERTO DE HAINA;PID1607;((-70.01256631539158, 18.40406),)
4099;luoyuan;PID1608;((119.67458089091139, 26.472414999999998),)
4100;EZ ZUEITINA;PID1609;((20.028540311770676, 30.878284999999998),)
4101;ELEVSIS;PID1610;((23.516040315174063, 38.038195),)
4103;LAAYOUNE;PID1611;((-13.438029342073023, 27.071205),)
4104;maceio;PID1612;((-35.75156673709306, -9.69315),)
4106;EL PALITO;PID1613;((-68.12701604667413, 10.49777),)
4107;EL SEGUNDO;PID1614;((-118.48497761246001, 33.91849),)
4109;ensenada port;PID1615;((-116.62098498204458, 31.846935),)
4110;ensted power station;PID1616;((9.44380641831966, 55.024715),)
4113;eregli;PID1617;((31.39402789940614, 41.263935000000004),)
4114;erha offshore terminal;PID1618;((4.334124524490248, 5.341985),)
4118;ESCRAVOS OIL TERMINAL;PID1619;((4.974430786096471, 5.549525),)
4119;esmeraldas;PID1620;((-79.641665, 1.0150700000000001),)
4120;ESPOIR MARINE TERMINAL;PID1621;((-4.44689006102425, 5.0399449999999995),)
4121;AS SIDR;PID1622;((18.368678143965518, 30.644585),)
4142;svetly;PID1623;((20.129546733333328, 54.675534999999996),)
4143;LAHAD DATU;PID1624;((118.37520337950836, 5.000395),)
4148;PUERTO VIEJO DE AZUA;PID1625;((-70.83688601654217, 18.34655),)
4154;MARSAXLOKK;PID1626;((14.553901033864548, 35.812479999999994),)
4156;sint eustatius;PID1627;((-63.00509446714612, 17.4994),)
4157;psvm offshore;PID1628;((10.736611605002066, -6.26806),)
4183;LIMETREE BAY;PID1629;((-64.75172808695652, 17.695365),)
4193;newburgh;PID1630;((-74.00232593526609, 41.53008),)
4195;bucksport;PID1631;((-68.80779273712574, 44.576139999999995),)
4198;PORT MANATEE;PID1632;((-82.55982399390246, 27.636465),)
4199;peekskill;PID1633;((-73.9370292594644, 41.283435),)
4201;kingston;PID1634;((-73.96383357142858, 41.927139999999994),)
4205;poughkeepsie;PID1635;((-73.94009496477284, 41.705484999999996),)
4229;AMBARLI;PID1636;((28.581872337624183, 40.96356),)
4231;mina saqr;PID1637;((56.07219740846047, 25.968494999999997),)
4234;shoiaba;PID1638;((39.53431097581344, 20.64144),)
4241;al shuqaiq;PID1639;((42.104214231377924, 17.593870000000003),)
4243;moheshkhali floating lng offshore;PID1640;((91.59038819623599, 21.25008),)
4244;sual;PID1641;((120.10420382775075, 16.12341),)
4246;felixstowe;PID1642;((1.3206323642746098, 51.94279),)
4247;hibernia oil field;PID1643;((-48.782934852629445, 46.750355),)
4248;white rose field;PID1644;((-48.01573763077936, 46.787585),)
4249;bacolod;PID1645;((122.94007934330298, 10.69196),)
4250;terra nova oil field;PID1646;((-48.48132932233264, 46.475080000000005),)
4253;PHUKET;PID1647;((98.38690449354249, 7.95136),)
4255;gioia tauro;PID1648;((15.915575253852655, 38.464650000000006),)
4257;SOUTHAMPTON;PID1649;((-1.4077491156307098, 50.89528),)
4259;clov offshore terminal;PID1650;((11.562685462523397, -7.4535800000000005),)
4260;PORTO GRANDE;PID1651;((-25.00725190500774, 16.88901),)
4262;n'goma offshore terminal;PID1652;((11.031719968616386, -6.138225),)
4264;kizomba marine terminal;PID1653;((11.148055083819333, -6.33571),)
4265;ten offshore terminal;PID1654;((-3.1348706453393294, 4.588125),)
4266;armada olombendo offshore terminal;PID1655;((11.355460492258832, -6.071155),)
4269;port giles;PID1656;((137.76761687758955, -35.02417),)
4270;TANJUNG BENETE;PID1657;((116.74582923387096, -8.895425),)
4271;kismayu;PID1658;((42.540362736380715, -0.404395),)
4272;whiffen head port;PID1659;((-54.01341670675632, 47.775565),)
4275;tulja bhavani offshore terminal;PID1660;((5.166276238889514, 5.060309999999999),)
4276;CAGAYAN DE ORO;PID1661;((124.66511412945368, 8.488175),)
4277;golar arctic offshore;PID1662;((-77.08256498663101, 17.847900000000003),)
4288;CROFTON;PID1663;((-123.63952988681498, 48.86645),)
4293;PORT ANGELES;PID1664;((-123.42768328536305, 48.11928),)
4295;PORT MCNEILL;PID1665;((-127.11577535720147, 50.599415),)
4313;gisborne;PID1666;((178.02279546636646, -38.676680000000005),)
4314;port lincoln;PID1667;((135.87947657456402, -34.722425),)
4333;tieshan port;PID1668;((109.54124051267951, 21.51334),)
4347;surigao;PID1669;((125.49984271407781, 9.786745),)
4348;aaheim;PID1670;((5.5177947906403935, 62.043825),)
4355;drepano riou;PID1671;((21.84729378997093, 38.334555),)
4369;FINNSNES;PID1672;((17.973532558037668, 69.232655),)
4370;tela;PID1673;((-87.45871974580533, 15.78512),)
4381;valleyfield;PID1674;((-74.09092525595628, 45.226195000000004),)
4385;mourilyan;PID1675;((146.12170702628754, -17.601375),)
4391;higuerote;PID1676;((-66.06909105760406, 10.549009999999999),)
4399;PRAIA DE VITORIA;PID1677;((-27.055874707471805, 38.720935),)
4402;bay city;PID1678;((-83.8451211135452, 43.625725),)
4403;CHARLEVOIX;PID1679;((-85.27494049310492, 45.31277),)
4406;PRESQUE ISLE;PID1680;((-87.3911081460167, 46.55412),)
4409;SANDUSKY;PID1681;((-82.71316373575908, 41.45309),)
4410;ESCANABA;PID1682;((-87.05328753692308, 45.764835),)
4425;ashtabula;PID1683;((-80.79438717654988, 41.900895),)
4448;la guaira;PID1684;((-66.94464575125313, 10.601845),)
4451;courrensan offshore;PID1685;((13.998699754726012, 43.87785),)
4460;playa del carmen;PID1686;((-87.12731245829988, 20.574170000000002),)
4468;san pedro;PID1687;((-6.6177366784548415, 4.745635),)
4474;nsm 339 oil field;PID1688;((50.377018217449674, 27.875265),)
4485;alta;PID1689;((23.32174384848151, 69.981915),)
4498;st. thomas;PID1690;((-64.95408542773426, 18.32969),)
4499;useless loop;PID1691;((113.42098080936961, -26.087220000000002),)
4502;MILNER BAY;PID1692;((136.4186413820132, -13.863595),)
4518;general santos;PID1693;((125.1553739612015, 6.0621100000000006),)
4520;isla san marcos;PID1694;((-112.08568043209877, 27.189085),)
4553;praia;PID1695;((-23.504932640687148, 14.90598),)
4563;hai phong;PID1696;((106.77015356799218, 20.90916),)
4568;pemba;PID1697;((40.45446796058101, -12.973015),)
4572;icdas;PID1698;((27.069503172961277, 40.426275000000004),)
4580;milne inlet;PID1699;((-80.89744277848803, 71.89868),)
4590;puerto madero;PID1700;((-92.40260027901607, 14.7026),)
4591;port huron;PID1701;((-82.43957864416237, 42.93332),)
4593;NUEVA PALMIRA;PID1702;((-58.41913737103072, -33.879485),)
4603;rahja;PID1703;((23.705635750605325, 64.21932),)
4604;havre st pierre;PID1704;((-63.61017795918367, 50.24027),)
4605;SOREL;PID1705;((-73.13002353625231, 46.037245),)
4606;ARDALSTANGEN;PID1706;((7.704607271719858, 61.229255),)
4610;bialla;PID1707;((151.00433282967032, -5.30753),)
4618;PUERTO MORRO REDONDO;PID1708;((-115.18546331293643, 28.039035),)
4619;porto saco;PID1709;((12.140331363636363, -15.126695),)
4620;BAHIA DE VALDIVIA;PID1710;((-73.25256767648132, -39.83247),)
4623;PUERTO MADRYN;PID1711;((-65.02060030184902, -42.768699999999995),)
4626;saint-joseph-de-la-rive;PID1712;((-70.36436397054536, 47.450625),)
4628;tadoussac;PID1713;((-69.72225087308203, 48.139314999999996),)
4637;TURBO;PID1714;((-76.8260005602081, 8.024885),)
4646;hoyanger;PID1715;((6.068610508356547, 61.216495),)
4649;FRAY BENTOS;PID1716;((-58.26171731453252, -33.11339),)
4651;vanimo;PID1717;((141.28303487206824, -2.6734999999999998),)
4654;MORONI;PID1718;((43.24863333843798, -11.701295),)
4656;PICTON;PID1719;((174.00679958560045, -41.28123),)
4659;namibe;PID1720;((12.13462536194379, -15.194759999999999),)
4699;ketapang;PID1721;((114.40323048895323, -8.131635),)
4707;isabel;PID1722;((124.43948337639966, 10.90264),)
4727;SARNIA;PID1723;((-82.41578599296466, 42.987840000000006),)
4731;stockton;PID1724;((-121.33982489431969, 37.95234),)
4734;PUERTO CRISTOBAL;PID1725;((-79.87495257379709, 9.146905),)
4742;quy nhon;PID1726;((109.24148660468319, 13.77825),)
4758;rennell island;PID1727;((160.2811318808594, -11.672325),)
4759;gopalpur;PID1728;((84.96183197780852, 19.296),)
4763;RUMOI KO;PID1729;((141.6393658736942, 43.952749999999995),)
4764;vavouto;PID1730;((164.6732166317222, -21.003845),)
4793;oso offshore terminal;PID1731;((8.1308236959229, 3.0389299999999997),)
4799;thevenard;PID1732;((133.64746114084505, -32.147675),)
4800;posorja;PID1733;((-80.24160631736859, -2.71492),)
4808;palamos;PID1734;((3.129576711496853, 41.843315),)
4816;MACAU;PID1735;((113.55522123388415, 22.19966),)
4825;travemuende;PID1736;((10.85837271786972, 53.947230000000005),)
4834;villa san giovanni;PID1737;((15.632887499999999, 38.225875),)
4837;naha;PID1738;((127.6666928198567, 26.23613),)
4846;ALESUND;PID1739;((6.1964803141193645, 62.472915),)
4858;doha;PID1740;((51.549179555014625, 25.327515),)
4862;HELSINGOR;PID1741;((12.615912774905146, 56.03369),)
4868;TSUKUMI KO;PID1742;((131.86643681045751, 33.081355),)
4871;PATRAI;PID1743;((21.72840776712853, 38.25376),)
4872;hoenoe;PID1744;((11.659671997686534, 57.689994999999996),)
4877;ONNE;PID1745;((7.1640314568570584, 4.6851199999999995),)
4893;king abdullah port;PID1746;((39.09923671733202, 22.51803),)
4921;mukran;PID1747;((13.58955342200115, 54.47904),)
4926;SALERNO;PID1748;((14.749596340258856, 40.667095),)
4933;EVERETT;PID1749;((-122.2207911642127, 47.998295),)
4935;LUBECK;PID1750;((10.808089927418433, 53.88435),)
4944;kodiak;PID1751;((-152.4157358174603, 57.783555),)
4946;port hueneme;PID1752;((-119.21611784275686, 34.16472),)
4947;susaki;PID1753;((133.29715050343964, 33.394485),)
4974;NEWPORT;PID1754;((-71.32855298477385, 41.488640000000004),)
4984;PANAMA CITY;PID1755;((-85.68700179208832, 30.140455000000003),)
4988;CHIWAN;PID1756;((110.02077865377504, 19.961165),)
4989;DAMMAM;PID1757;((50.203605824368054, 26.492435),)
5008;PUERTO MONTT;PID1758;((-72.98536382550336, -41.51195),)
5015;dongying;PID1759;((119.09203780624526, 37.204655),)
5028;vigeroe;PID1760;((10.538781639590853, 55.477165),)
5050;ferrypoint fischerhutte south;PID1761;((9.37458542406669, 54.152585),)
5054;yatsushiro;PID1762;((130.54513746840013, 32.53121),)
5070;PENGLAI;PID1763;((120.83809473227399, 37.820155),)
5073;gelendzhik;PID1764;((38.04683283801186, 44.56809),)
5082;breiholz;PID1765;((9.570306515151511, 54.207955),)
5085;KOPERVIK;PID1766;((5.30962642462066, 59.290255),)
5144;ELSFLETH;PID1767;((8.466364854553763, 53.23604),)
5146;TAZERKA OIL TERMINAL;PID1768;((11.683097193049122, 36.60028),)
5158;vallvik;PID1769;((17.152920102644394, 61.20749),)
5167;mboro;PID1770;((9.856365415441175, 2.72436),)
5175;calaca;PID1771;((120.79567994209096, 13.921309999999998),)
5179;Sauda;PID1772;((6.361665134397898, 59.645325),)
5184;Longyan;PID1773;((122.64441400240537, 37.419475000000006),)
5226;Police;PID1774;((14.571655421859116, 53.571035),)
5239;GOLCUK BURNU;PID1775;((29.840025690758175, 40.725345000000004),)
5249;Coeymans;PID1776;((-73.78875245023696, 42.484485),)
5260;Mariel;PID1777;((-82.74708902589543, 23.007080000000002),)
5297;ferrypoint oldenbüttel south;PID1778;((9.45014675420579, 54.173995),)
5322;ras alkatheeb;PID1779;((42.888063727598706, 14.91489),)
5339;Boma;PID1780;((13.047291789215686, -5.866210000000001),)
5354;zafiro offshore terminal;PID1781;((9.312697560016211, 3.6584950000000003),)
5373;KAMPONG SAOM;PID1782;((103.53866859567142, 10.685075000000001),)
5380;Fauske;PID1783;((16.596275820034833, 68.665065),)
5402;Buffalo;PID1784;((-78.86904806576797, 42.86655),)
5403;Monroe;PID1785;((-83.34833932218882, 41.888085000000004),)
5409;bohaixiang;PID1786;((119.8294204758464, 39.983194999999995),)
5421;yinkou;PID1787;((122.26670361386167, 36.842375),)
5425;Songxia;PID1788;((119.63599527170558, 25.756605),)
5427;duigougangzhen;PID1789;((119.78882338123736, 34.38862),)
5430;Cai Lan;PID1790;((107.05182309457581, 20.975740000000002),)
5433;zhongjia;PID1791;((121.0699475781729, 37.70394),)
5441;RADA PUNTA ARENAS;PID1792;((-70.80099704966483, -52.95232),)
5445;Biringkassi;PID1793;((119.4902225, -4.81813),)
5449;Muara Sabak Offshore Terminal;PID1794;((103.91921451923076, -0.796995),)
5469;Catia La Mar;PID1795;((-67.04451806842079, 10.603285),)
5475;Dombraina Boiotias;PID1796;((22.949919197103455, 38.221795),)
5478;Kalamata;PID1797;((22.11289718143539, 37.02275),)
5496;BOURI OIL FIELD;PID1798;((12.658295647812292, 33.958164999999994),)
5501;Dhekelia ;PID1799;((33.74745474610206, 34.97414),)
5528;Civet Guandong ;PID1800;((113.07288064819349, 22.27038),)
5535;Pingtan;PID1801;((119.77354567702001, 25.52332),)
5541;San Juan de la Costa;PID1802;((-110.67982476258213, 24.395865),)
5549;Barao de Teffe;PID1803;((-48.682463294417744, -25.450975),)
5556;Atucha;PID1804;((-59.18641672293688, -33.960705000000004),)
5561;Macapa;PID1805;((-51.05136284525868, 0.027465),)
5585;Sanlucar de Barrameda;PID1806;((-6.3850524475485955, 36.771895),)
5591;Punta Morales ;PID1807;((-84.96841763784887, 10.0644),)
5600;Onslow;PID1808;((115.1109589548428, -21.64018),)
5608;ILIGAN;PID1809;((124.25551444506738, 8.250565),)
5615;Tubay;PID1810;((125.50969539353451, 9.213255),)
5622;Huarmey;PID1811;((-78.18201806507108, -10.097075),)
5623;Degrad des Cannes ;PID1812;((-52.27380565347722, 4.85291),)
5629;GULFPORT;PID1813;((-89.07635763582294, 30.38722),)
5635;Semirara;PID1814;((121.36007863520047, 12.053675),)
5642;DZAOUDZI;PID1815;((45.14575824840301, -12.843655),)
5644;GABES;PID1816;((10.107777625000002, 33.910669999999996),)
5655;Jatoba;PID1817;((-36.92517923429525, -10.839365),)
5681;Sunny Point Terminal NC;PID1818;((-77.95498283314555, 34.004975),)
5695;Gruenendeich;PID1819;((9.601909129079095, 53.581915),)
5708;Canical;PID1820;((-16.73383597805789, 32.73466),)
5728;landwehr ferrysite south;PID1821;((9.985788064292322, 54.344855),)
5743;ROCKY POINT;PID1822;((-77.14385599443744, 17.818255),)
5744;Carrara;PID1823;((10.04052726618705, 44.02992),)
5747;Punta Pereira;PID1824;((-58.06773023429135, -34.217974999999996),)
5749;Saleef;PID1825;((42.67195750245098, 15.316880000000001),)
5750;DUBA;PID1826;((35.53963747437476, 27.560645),)
5760;Ahmed Bin Rashid Port;PID1827;((55.581157205035495, 25.586095),)
5779;Barcadera;PID1828;((-69.98978886683064, 12.475865),)
5780;Castanas;PID1829;((121.57303970574475, 13.87913),)
5822;BUR SAFAGA;PID1830;((33.94411348828522, 26.717955),)
5880;Gibostad;PID1831;((18.083674841046054, 69.357415),)
5883;Wallaroo;PID1832;((137.61896674370854, -33.926555),)
5885;Westport Washington;PID1833;((-124.10935927237651, 46.909555),)
22274;No 2B;PID1834;((14.272712307510819, 54.0774722205),)
22275;No 2A;PID1835;((14.281313312930582, 54.0470583595),)
5900;ARDROSSAN;PID1836;((137.92425443556084, -34.434275),)
22288;No 3;PID1837;((18.701291046657467, 54.458837247999995),)
22289;No 1;PID1838;((18.64906088175, 54.4437787815),)
22290;No 2;PID1839;((18.671335661012655, 54.4601240375),)
22291;No 2;PID1840;((18.643211047, 54.5202584095),)
22292;No 3;PID1841;((18.69816258223004, 54.519713879),)
5904;Hamrawein;PID1842;((34.20643565862794, 26.254535),)
22294;No 5;PID1843;((18.874948437903242, 54.453473584),)
22295;No 4;PID1844;((18.831725330529494, 54.456152063000005),)
5922;NEW AMSTERDAM;PID1845;((-57.52231276821115, 6.2852),)
5925;Two Harbors;PID1846;((-91.672074775, 47.013795),)
